Annotation,Feature,Classifier,Metric Score,Performance,Classifier Time
Anthrophony,shp,DecisionTreeClassifier,f1,0.12903225806451615,0.12
Anthrophony,shp,DecisionTreeClassifier,f1,0.08333333333333334,0.12
Anthrophony,shp,DecisionTreeClassifier,balanced_accuracy,0.5785714285714286,0.12
Anthrophony,shp,DecisionTreeClassifier,balanced_accuracy,0.5083333333333333,0.12
Anthrophony,shp,DecisionTreeClassifier,balanced_accuracy,0.45357142857142857,0.12
Anthrophony,shp,DecisionTreeClassifier,balanced_accuracy,0.5178571428571429,0.12
Anthrophony,shp,DecisionTreeClassifier,balanced_accuracy,0.5045563549160672,0.12
Anthrophony,shp,DecisionTreeClassifier,roc_auc,0.5785714285714286,0.12
Anthrophony,shp,DecisionTreeClassifier,roc_auc,0.5083333333333333,0.12
Anthrophony,shp,DecisionTreeClassifier,roc_auc,0.45357142857142857,0.12
Anthrophony,shp,DecisionTreeClassifier,roc_auc,0.5193877551020408,0.12
Anthrophony,shp,DecisionTreeClassifier,roc_auc,0.5045563549160672,0.12
Anthrophony,shp,RandomForestClassifier,f1,0.0,1.47
Anthrophony,shp,RandomForestClassifier,f1,0.0,1.47
Anthrophony,shp,RandomForestClassifier,f1,0.0,1.47
Anthrophony,shp,RandomForestClassifier,f1,0.0,1.47
Anthrophony,shp,RandomForestClassifier,f1,0.0,1.47
Anthrophony,shp,RandomForestClassifier,balanced_accuracy,0.49642857142857144,1.47
Anthrophony,shp,RandomForestClassifier,balanced_accuracy,0.5,1.47
Anthrophony,shp,RandomForestClassifier,balanced_accuracy,0.49642857142857144,1.47
Anthrophony,shp,RandomForestClassifier,balanced_accuracy,0.5,1.47
Anthrophony,shp,RandomForestClassifier,balanced_accuracy,0.49640287769784175,1.47
Anthrophony,shp,RandomForestClassifier,roc_auc,0.5614285714285715,1.47
Anthrophony,shp,RandomForestClassifier,roc_auc,0.6464285714285715,1.47
Anthrophony,shp,RandomForestClassifier,roc_auc,0.5114795918367347,1.47
Anthrophony,shp,RandomForestClassifier,roc_auc,0.6405612244897959,1.47
Anthrophony,shp,RandomForestClassifier,roc_auc,0.5206235011990408,1.47
Anthrophony,shp,GradientBoostingClassifier,f1,0.0,1.84
Anthrophony,shp,GradientBoostingClassifier,f1,0.0,1.84
Anthrophony,shp,GradientBoostingClassifier,f1,0.0,1.84
Anthrophony,shp,GradientBoostingClassifier,f1,0.0,1.84
Anthrophony,shp,GradientBoostingClassifier,f1,0.0,1.84
Anthrophony,shp,GradientBoostingClassifier,balanced_accuracy,0.4714285714285714,1.84
Anthrophony,shp,GradientBoostingClassifier,balanced_accuracy,0.5,1.84
Anthrophony,shp,GradientBoostingClassifier,balanced_accuracy,0.5,1.84
Anthrophony,shp,GradientBoostingClassifier,balanced_accuracy,0.5,1.84
Anthrophony,shp,GradientBoostingClassifier,balanced_accuracy,0.4892086330935252,1.84
Anthrophony,shp,GradientBoostingClassifier,roc_auc,0.5804761904761905,1.84
Anthrophony,shp,GradientBoostingClassifier,roc_auc,0.5714285714285714,1.84
Anthrophony,shp,GradientBoostingClassifier,roc_auc,0.48418367346938773,1.84
Anthrophony,shp,GradientBoostingClassifier,roc_auc,0.5622448979591835,1.84
Anthrophony,shp,GradientBoostingClassifier,roc_auc,0.5537170263788969,1.84
Amphibian,shp,LinearSVC,f1,0.13559322033898305,0.15
Amphibian,shp,LinearSVC,f1,0.08571428571428573,0.15
Amphibian,shp,LinearSVC,f1,0.0909090909090909,0.15
Amphibian,shp,LinearSVC,f1,0.14705882352941177,0.15
Amphibian,shp,LinearSVC,f1,0.08108108108108109,0.15
Amphibian,shp,LinearSVC,balanced_accuracy,0.7333333333333334,0.15
Amphibian,shp,LinearSVC,balanced_accuracy,0.5933333333333333,0.15
Amphibian,shp,LinearSVC,balanced_accuracy,0.6783333333333333,0.15
Amphibian,shp,LinearSVC,balanced_accuracy,0.8053691275167785,0.15
Amphibian,shp,LinearSVC,balanced_accuracy,0.5785234899328859,0.15
Amphibian,shp,LinearSVC,roc_auc,0.748,0.15
Amphibian,shp,LinearSVC,roc_auc,0.776,0.15
Amphibian,shp,LinearSVC,roc_auc,0.7416666666666667,0.15
Amphibian,shp,LinearSVC,roc_auc,0.8577181208053691,0.15
Amphibian,shp,LinearSVC,roc_auc,0.7100671140939597,0.15
Amphibian,shp,SGDClassifier,f1,0.06711409395973154,0.1
Amphibian,shp,SGDClassifier,f1,0.08064516129032258,0.1
Amphibian,shp,SGDClassifier,f1,0.05298013245033112,0.1
Amphibian,shp,SGDClassifier,f1,0.0847457627118644,0.1
Amphibian,shp,SGDClassifier,f1,0.06369426751592357,0.1
Amphibian,shp,SGDClassifier,balanced_accuracy,0.5366666666666666,0.1
Amphibian,shp,SGDClassifier,balanced_accuracy,0.62,0.1
Amphibian,shp,SGDClassifier,balanced_accuracy,0.5233333333333333,0.1
Amphibian,shp,SGDClassifier,balanced_accuracy,0.6375838926174496,0.1
Amphibian,shp,SGDClassifier,balanced_accuracy,0.5067114093959731,0.1
Amphibian,shp,SGDClassifier,roc_auc,0.752,0.1
Amphibian,shp,SGDClassifier,roc_auc,0.7853333333333333,0.1
Amphibian,shp,SGDClassifier,roc_auc,0.7266666666666666,0.1
Amphibian,shp,SGDClassifier,roc_auc,0.8496644295302014,0.1
Amphibian,shp,SGDClassifier,roc_auc,0.6953020134228188,0.1
Amphibian,shp,SVC,f1,0.10714285714285714,0.21
Amphibian,shp,SVC,f1,0.07999999999999999,0.21
Amphibian,shp,SVC,f1,0.12698412698412698,0.21
Amphibian,shp,SVC,f1,0.15384615384615385,0.21
Amphibian,shp,SVC,f1,0.11267605633802819,0.21
Amphibian,shp,SVC,balanced_accuracy,0.64,0.21
Amphibian,shp,SVC,balanced_accuracy,0.5566666666666666,0.21
Amphibian,shp,SVC,balanced_accuracy,0.8166666666666667,0.21
Amphibian,shp,SVC,balanced_accuracy,0.8154362416107382,0.21
Amphibian,shp,SVC,balanced_accuracy,0.6919463087248323,0.21
Amphibian,shp,SVC,roc_auc,0.7946666666666666,0.21
Amphibian,shp,SVC,roc_auc,0.6839999999999999,0.21
Amphibian,shp,SVC,roc_auc,0.8433333333333334,0.21
Amphibian,shp,SVC,roc_auc,0.9006711409395973,0.21
Amphibian,shp,SVC,roc_auc,0.7463087248322149,0.21
Amphibian,shp,LogisticRegression,f1,0.1111111111111111,0.2
Amphibian,shp,LogisticRegression,f1,0.15384615384615385,0.2
Amphibian,shp,LogisticRegression,f1,0.12903225806451613,0.2
Amphibian,shp,LogisticRegression,f1,0.12345679012345677,0.2
Amphibian,shp,LogisticRegression,f1,0.06593406593406594,0.2
Amphibian,shp,LogisticRegression,balanced_accuracy,0.7333333333333334,0.2
Amphibian,shp,LogisticRegression,balanced_accuracy,0.6966666666666667,0.2
Amphibian,shp,LogisticRegression,balanced_accuracy,0.6666666666666667,0.2
Amphibian,shp,LogisticRegression,balanced_accuracy,0.761744966442953,0.2
Amphibian,shp,LogisticRegression,balanced_accuracy,0.5214765100671142,0.2
Amphibian,shp,LogisticRegression,roc_auc,0.744,0.2
Amphibian,shp,LogisticRegression,roc_auc,0.8053333333333332,0.2
Amphibian,shp,LogisticRegression,roc_auc,0.7749999999999999,0.2
Amphibian,shp,LogisticRegression,roc_auc,0.8093959731543624,0.2
Amphibian,shp,LogisticRegression,roc_auc,0.7248322147651006,0.2
Amphibian,shp,DecisionTreeClassifier,f1,0.0,0.1
Amphibian,shp,DecisionTreeClassifier,f1,0.28571428571428575,0.1
Amphibian,shp,DecisionTreeClassifier,f1,0.18181818181818182,0.1
Amphibian,shp,DecisionTreeClassifier,f1,0.0,0.1
Amphibian,shp,DecisionTreeClassifier,f1,0.22222222222222224,0.1
Amphibian,shp,DecisionTreeClassifier,balanced_accuracy,0.48333333333333334,0.1
Amphibian,shp,DecisionTreeClassifier,balanced_accuracy,0.5966666666666667,0.1
Amphibian,shp,DecisionTreeClassifier,balanced_accuracy,0.605,0.1
Amphibian,shp,DecisionTreeClassifier,balanced_accuracy,0.4798657718120805,0.1
Amphibian,shp,DecisionTreeClassifier,balanced_accuracy,0.5899328859060403,0.1
Amphibian,shp,DecisionTreeClassifier,roc_auc,0.48333333333333334,0.1
Amphibian,shp,DecisionTreeClassifier,roc_auc,0.5966666666666667,0.1
Amphibian,shp,DecisionTreeClassifier,roc_auc,0.6058333333333333,0.1
Amphibian,shp,DecisionTreeClassifier,roc_auc,0.47986577181208057,0.1
Amphibian,shp,DecisionTreeClassifier,roc_auc,0.5899328859060402,0.1
Amphibian,shp,RandomForestClassifier,f1,0.0,1.33
Amphibian,shp,RandomForestClassifier,f1,0.0,1.33
Amphibian,shp,RandomForestClassifier,f1,0.0,1.33
Amphibian,shp,RandomForestClassifier,f1,0.0,1.33
Amphibian,shp,RandomForestClassifier,f1,0.0,1.33
Amphibian,shp,RandomForestClassifier,balanced_accuracy,0.5,1.33
Amphibian,shp,RandomForestClassifier,balanced_accuracy,0.5,1.33
Amphibian,shp,RandomForestClassifier,balanced_accuracy,0.49666666666666665,1.33
Amphibian,shp,RandomForestClassifier,balanced_accuracy,0.4966442953020134,1.33
Amphibian,shp,RandomForestClassifier,balanced_accuracy,0.5,1.33
Amphibian,shp,RandomForestClassifier,roc_auc,0.708,1.33
Amphibian,shp,RandomForestClassifier,roc_auc,0.6839999999999999,1.33
Amphibian,shp,RandomForestClassifier,roc_auc,0.81,1.33
Amphibian,shp,RandomForestClassifier,roc_auc,0.802013422818792,1.33
Amphibian,shp,RandomForestClassifier,roc_auc,0.8691275167785235,1.33
Amphibian,shp,GradientBoostingClassifier,f1,0.0,1.84
Amphibian,shp,GradientBoostingClassifier,f1,0.25,1.84
Amphibian,shp,GradientBoostingClassifier,f1,0.0,1.84
Amphibian,shp,GradientBoostingClassifier,f1,0.0,1.84
Amphibian,shp,GradientBoostingClassifier,f1,0.33333333333333337,1.84
Amphibian,shp,GradientBoostingClassifier,balanced_accuracy,0.48,1.84
Amphibian,shp,GradientBoostingClassifier,balanced_accuracy,0.5933333333333334,1.84
Amphibian,shp,GradientBoostingClassifier,balanced_accuracy,0.5,1.84
Amphibian,shp,GradientBoostingClassifier,balanced_accuracy,0.5,1.84
Amphibian,shp,GradientBoostingClassifier,balanced_accuracy,0.6,1.84
Amphibian,shp,GradientBoostingClassifier,roc_auc,0.66,1.84
Amphibian,shp,GradientBoostingClassifier,roc_auc,0.6053333333333334,1.84
Amphibian,shp,GradientBoostingClassifier,roc_auc,0.7516666666666667,1.84
Amphibian,shp,GradientBoostingClassifier,roc_auc,0.8375838926174496,1.84
Amphibian,shp,GradientBoostingClassifier,roc_auc,0.7597315436241611,1.84
